rule_id,token
2,003e0b98-d05b-4dd1-86e2-0f69ccade2ab
2,00612441-6f81-4a67-a182-d7f9da64a314
2,00680031-ea61-4912-bdbd-598c889b0e7b
2,00981084-3693-439e-afba-f43eb5488b1b
2,00be10c9-a48c-4461-892f-ab1d8b390a9c
2,00f5faef-b6b5-46ec-a9d1-0675d1436c27
2,00f747d1-22df-40c1-aecb-8deed5ab530c
2,015cb89e-2de2-4bd7-993e-b7f8962e5e14
2,0169e446-b8a7-4efe-ae0a-fb3102266473
2,01a93cf1-943b-425a-80fd-322561683b83
2,01d87339-5c29-426c-bb53-ecd34e0ea5f5
2,021409ba-a7b0-4bee-9060-bac1955cbb5b
2,02182d23-a73f-4efd-a346-e456a8ee4390
2,021f1bc4-af72-43e9-9adc-60c351907454
2,0249e014-bfa3-405a-bf56-d5a0fbd87f83
2,02597557-07f3-4b6c-86f4-80208371e393
2,026657a8-2176-4d5e-b53a-0c562c4e4a0c
2,02760d03-1aec-489c-a20f-ec6ebac8481b
2,028b539c-d159-40a3-8911-01590c03f27d
2,02cd0c7d-c14d-4e2c-823b-c70750caa950
2,02d316e0-0d38-4d19-b766-d56d11e7782b
2,02e0e864-dec5-4094-8390-f36bfa493b2f
2,032186fe-a1e2-4efb-be70-49b7ad7f0b73
2,033ee6a5-0666-4796-99ba-4897ee1586af
2,03540edf-942e-4455-a413-45a527ee84eb
2,035d5739-73a6-4c0c-bb27-e65643b25a99
2,035dd8be-b2ae-446a-adac-6ed6c1d233d0
2,038a9207-c0e2-4e2b-80fd-c9da233e0977
2,039be7ec-f356-4701-9288-341a353856e6
2,03dcf2c8-4281-451f-9f78-ccf62ce5bbbc
2,03f2d524-f370-40b5-baba-1a54ffafbe66
2,03ffc7f0-d5c5-4d03-87c8-a3b382c61d54
2,04008294-2d3d-427a-967d-7d90ef591dc8
2,04187397-5a69-4ada-8f90-361af5dbbf85
2,0436c408-7c91-4886-b79c-1a306ad03e25
2,0446886d-85e5-4f4d-8c24-9273d982b596
2,048c8e20-7aad-484d-ba2d-49cd176cac34
2,048d3115-9429-4518-a2b8-fd1021331aca
2,04955568-58a5-44c2-930b-8a32bafb99be
2,049cae6d-e8ec-4358-a197-1d534a315b75
2,049d418b-f327-4091-b999-bab638091942
2,04e3510b-0b7f-42f3-8aec-d8a477175d07
2,04e6c80f-3706-41e2-bc5d-19e566b35b3b
2,04f6e183-ecd0-4652-8692-46e05f8355e0
2,0521f1a5-97f1-487c-a4d8-b6706aac7cdb
2,052399a8-d56b-4c8b-b2b7-9a8b492aebf2
2,05320010-777f-4805-871e-0c82fdbce4ac
2,054af694-69d5-4366-abd8-14b840a97ae6
2,054db25f-6ac3-40df-bcdd-26e55591bb47
2,05627a75-1887-4758-b560-b4cc3829d74c
2,057147d9-f3f2-4d06-94df-580a3409ada2
2,05a00eb8-b19d-4d3b-8302-06ffe978d832
2,05d0d0db-5c0b-4cbc-9ce3-82c9cdf69d83
2,05d9636b-d462-4330-8229-e2ecbd316bb4
2,05f91dc6-d48a-41e7-b97c-8d7c29d7bcc4
2,060991be-0575-4ae9-a0b5-9339d6107b79
2,0623cc2c-16dd-40b3-a242-74d32a185b15
2,0624a53c-8a94-428c-aaee-de9dcf48ce33
2,0637c1d8-51cf-4edd-9b2b-88dbe361508d
2,064ba3c7-6dcb-4a66-83fa-452dd13db943
2,065ea2d7-9530-4887-8e19-7f5f971bd15c
2,066984c8-1b5a-4b85-b69d-b4e30d99480e
2,0671fbd5-d273-4d9d-968a-cc2fa049c6c0
2,0672bf28-81f4-4812-9664-f08c878d7ebb
2,0675d419-7136-48be-b62a-32bf8144dc49
2,067ccfec-d140-4d4e-ade1-57380c25f0d2
2,06a6ae2e-35a4-4f64-a66b-971c463a295f
2,06aad603-1692-4845-8f32-632d6bfc4445
2,06daa834-d7fb-4e1a-9e16-70e4a95e50ea
2,06efac48-02a1-4240-9877-eb37d51274e0
2,06f19481-c064-46bd-8223-d0bfbca86513
2,06f64c65-377a-415e-bfcd-eb6d54380a71
2,072b10bf-aa9a-4bf2-9a92-72ff7f012988
2,073edf84-f444-47de-8363-5114a2626b94
2,074cf182-b60b-4e51-9a22-977018bd0800
2,0759481f-7753-45b7-88c5-e4a47cfa661d
2,075c9b29-0666-44c9-bb08-0cf376fa13ac
2,07623375-1d3f-4ef6-9af5-079cbae54959
2,0781647d-1ee7-415a-b5a1-3dd3f0e6b331
2,07980339-8e8f-41cc-9522-fe65f9498eae
2,079ef1be-25e5-4241-8390-13c2928548e4
2,07a775d1-bec3-4f09-a390-325dfc0dc329
2,07b4217e-e9c3-4254-8797-b6b296ef737f
2,07ca8c2b-0ba9-479f-a95f-e86b4dad9515
2,07d7dd15-d3b5-4e59-85d6-1eb86d0148b6
2,07e4a11f-47f6-4583-896d-d20228b2106d
2,07ea8fe8-080d-4a91-8519-1366fdc7bfb8
2,07f20cec-1290-41f6-833e-2939a8a73dbe
2,080ddf53-456f-42a2-968d-926ef6920814
2,080ffc7f-f78b-4795-ba91-a981a9aa4b90
2,081e77a7-bb33-4316-9a8e-064a54764096
2,087d6fbf-85b2-4e03-9814-a185098a458f
2,088291f1-a385-4d23-995e-c6c8eac898ec
2,08bd8d4b-8eda-45ec-8435-7fb57ae43588
2,08c55798-bf56-4543-ab9b-9ad15efddc73
2,08d13f2a-d8ca-4620-b73b-60f53a521e14
2,08d4b2f0-ac59-481e-a691-fc9459adaf83
2,08dfe1d1-883d-4290-8888-5f3a0952cc65
2,0906c920-0c2c-473b-b96b-cee7e843367f
2,09075dbd-f961-4b9b-b5a4-c40d9729c023
2,091c71ec-f052-4595-a925-d5b2c9f50d0d
2,0922bd85-dfa4-4d04-9459-3b1e9b88a088
2,09532e5e-f100-4e9b-92bc-4a4d67a8f87b
2,09a41274-b43b-4816-81b8-ce63cf04aa49
2,09ad2708-fc07-4bcf-96a9-b42f2330f883
2,09b4e6b6-93ef-44e8-ad60-07704a13f260
2,09bc6e03-b48e-45af-9949-61341e65d975
2,09ce1313-f3c0-4d6a-8c4e-ad91d18d5d6d
2,09d5cb73-a0cb-447f-bf73-c8688b6cbf6b
2,09e145f1-51b6-4c8c-8990-11b48a4d2627
2,09e52a92-716e-47f8-bf49-e874aad0031c
2,09fb0cb2-0808-4cf9-a04b-8083aed1c504
2,0a0472d8-a1f7-486b-a06b-94a7a07d3c26
2,0a049a7b-ec6d-4da1-a863-f3a1ec050df5
2,0a0d129f-0df6-436a-8aac-acb81fe674bc
2,0a160702-f7a1-45d8-b9b5-e579d1e4c4f6
2,0a171998-608b-499d-8b20-d25493db3c02
2,0a1d8332-b264-4e3e-af73-861efd61c46a
2,0a5205d2-9ecb-4faa-aedf-dd0832f0d64c
2,0a71d827-ddfd-47c4-937a-1d769e2b0f82
2,0a765fea-c42f-4fe6-8b09-5f37e7904c0f
2,0a9fe2ff-e158-4058-aa48-d0adc26e686a
2,0aa2ec08-49c6-45b9-8e87-016c235de6fb
2,0aa9d07f-95db-4aca-a9ea-ab67172c802c
